form,abundance,exp,type,geogr,month,day,year,stemp,btemp,btime,start,visibility,averagedepth,maxdepth,current,habitat,site_ymd,abundance_recode,presence,exp_binary,num_surveys,multiple_surveys,wasting,region
46286,3,E,3,13650101,11,26,2004,48,50,60,13,2,NULL,9,3,12,13650101_26_11_2004,4,1,1,1,0,0,13
39759,3,E,3,13650101,3,26,2004,46,46,40,11,1,NULL,8,3,12,13650101_26_3_2004,4,1,1,2,1,0,13
5056599,3,E,3,13650101,3,26,2012,0,45,44,20,2,NULL,9,1,4,13650101_26_3_2012,4,1,1,1,0,0,13
49851,3,N,3,13650101,4,26,2006,57,48,32,19,2,NULL,9,2,12,13650101_26_4_2006,4,1,0,2,1,0,13
35404,4,N,3,13650101,5,26,2003,56,51,60,9,2,NULL,6,3,12,13650101_26_5_2003,5,1,0,4,1,0,13
39381,4,N,3,13650101,7,26,2003,61,55,47,11,2,NULL,10,2,12,13650101_26_7_2003,5,1,0,10,1,0,13
5062439,4,E,3,13650101,8,26,2012,0,0,27,10,2,NULL,9,2,12,13650101_26_8_2012,5,1,1,1,0,0,13
5018910,4,E,3,13650101,10,27,2008,0,50,35,17,3,NULL,10,3,12,13650101_27_10_2008,5,1,1,1,0,0,13
46667,3,N,3,13650101,12,27,2004,50,48,50,14,2,NULL,8,3,12,13650101_27_12_2004,4,1,0,9,1,0,13
38121,2,N,3,13650101,12,27,2005,0,48,53,13,2,NULL,8,3,12,13650101_27_12_2005,3,1,0,1,0,0,13
5054056,4,N,3,13650101,12,27,2011,43,42,32,10,2,NULL,11,3,2,13650101_27_12_2011,5,1,0,1,0,0,13
39752,3,E,3,13650101,2,27,2004,46,46,50,15,3,NULL,9,3,6,13650101_27_2_2004,4,1,1,1,0,0,13
39763,2,E,3,13650101,3,27,2004,9,8,40,18,1,NULL,6,3,4,13650101_27_3_2004,3,1,1,1,0,0,13
38456,4,N,3,13650101,3,27,2007,0,0,58,9,2,NULL,12,3,12,13650101_27_3_2007,5,1,0,2,1,0,13
47937,2,N,3,13650101,12,28,2004,0,0,53,13,2,NULL,7,3,4,13650101_28_12_2004,3,1,0,1,0,0,13
49836,2,N,3,13650101,12,28,2005,49,46,45,19,2,NULL,8,2,12,13650101_28_12_2005,3,1,0,1,0,0,13
5054098,3,E,3,13650101,12,28,2011,0,46,31,19,2,NULL,9,3,12,13650101_28_12_2011,4,1,1,1,0,0,13
5092962,0,E,3,13650101,12,28,2014,0,48,62,12,2,NULL,10,3,12,13650101_28_12_2014,1,0,1,2,1,1,13
49852,4,N,3,13650101,3,28,2006,56,49,22,7,2,NULL,11,3,12,13650101_28_3_2006,5,1,0,1,0,0,13
39774,3,E,3,13650101,4,28,2004,51,46,60,19,2,NULL,11,3,12,13650101_28_4_2004,4,1,1,1,0,0,13
5169456,0,N,3,13650101,6,28,2020,0,0,48,11,2,6,8,2,11,13650101_28_6_2020,1,0,0,1,0,0,13
46703,4,N,3,13650101,7,28,2004,60,0,39,19,2,NULL,8,3,4,13650101_28_7_2004,5,1,0,6,1,0,13
37199,3,N,3,13650101,9,28,2002,0,0,53,19,2,NULL,12,3,12,13650101_28_9_2002,4,1,0,1,0,0,13
5052504,3,E,3,13650101,10,29,2011,0,44,37,21,2,NULL,7,2,12,13650101_29_10_2011,4,1,1,2,1,0,13
5019361,3,N,3,13650101,11,29,2008,0,48,49,21,3,NULL,9,2,12,13650101_29_11_2008,4,1,0,1,0,0,13
5174272,0,N,3,13650101,11,29,2020,0,0,32,9,2,7,9,2,11,13650101_29_11_2020,1,0,0,2,1,0,13
38457,4,N,3,13650101,3,29,2007,0,46,41,16,2,NULL,12,3,12,13650101_29_3_2007,5,1,0,2,1,0,13
39775,4,E,3,13650101,4,29,2004,51,48,66,19,2,NULL,9,0,0,13650101_29_4_2004,5,1,1,1,0,0,13
46694,4,E,3,13650101,4,29,2005,51,48,51,13,2,NULL,12,3,12,13650101_29_4_2005,5,1,1,1,0,0,13
46681,3,N,3,13650101,8,29,2004,62,54,49,13,2,NULL,8,2,4,13650101_29_8_2004,4,1,0,2,1,0,13
18436,3,E,3,13650101,9,29,2004,51,51,64,7,2,NULL,12,3,4,13650101_29_9_2004,4,1,1,1,0,0,13
36249,3,E,3,13650101,1,3,2010,0,0,62,19,2,NULL,8,3,4,13650101_3_1_2010,4,1,1,1,0,0,13
36237,4,N,3,13650101,12,3,2007,63,52,44,9,2,NULL,7,3,12,13650101_3_12_2007,5,1,0,1,0,0,13
36462,0,N,3,13650101,2,3,2002,46,44,42,11,2,NULL,6,3,4,13650101_3_2_2002,1,0,0,1,0,0,13
37254,0,N,3,13650101,3,3,2001,0,0,35,7,1,NULL,7,2,4,13650101_3_3_2001,1,0,0,1,0,0,13
36252,4,E,3,13650101,3,3,2010,59,52,46,15,3,NULL,13,3,12,13650101_3_3_2010,5,1,1,4,1,0,13
37255,3,N,3,13650101,4,3,2001,0,0,44,10,2,NULL,10,3,12,13650101_3_4_2001,4,1,0,1,0,0,13
36236,3,N,3,13650101,4,3,2007,0,0,64,14,2,NULL,6,2,4,13650101_3_4_2007,4,1,0,1,0,0,13
39314,3,N,3,13650101,6,3,2006,60,51,41,10,2,NULL,9,2,12,13650101_3_6_2006,4,1,0,2,1,0,13
47931,4,N,3,13650101,10,30,2005,50,50,47,9,2,NULL,11,2,12,13650101_30_10_2005,5,1,0,2,1,0,13
5052652,2,N,3,13650101,10,30,2011,0,50,49,11,2,NULL,6,2,12,13650101_30_10_2011,3,1,0,2,1,0,13
46661,3,N,3,13650101,12,30,2004,0,0,39,12,2,NULL,9,2,12,13650101_30_12_2004,4,1,0,3,1,0,13
49863,3,N,3,13650101,12,30,2005,49,48,35,13,2,NULL,9,2,12,13650101_30_12_2005,4,1,0,2,1,0,13
39390,4,N,3,13650101,5,30,2004,0,0,49,12,2,NULL,8,3,12,13650101_30_5_2004,5,1,0,2,1,0,13
5035052,3,N,3,13650101,5,30,2010,0,48,45,16,2,NULL,8,2,12,13650101_30_5_2010,4,1,0,1,0,0,13
5179058,0,N,3,13650101,5,30,2021,0,0,41,9,2,6,10,2,11,13650101_30_5_2021,1,0,0,2,1,0,13
39328,4,N,3,13650101,6,30,2003,60,50,54,17,2,NULL,7,3,12,13650101_30_6_2003,5,1,0,4,1,0,13
5074072,4,E,3,13650101,7,30,2013,0,44,32,12,2,NULL,11,2,12,13650101_30_7_2013,5,1,1,2,1,0,13
5175759,1,N,3,13650101,1,31,2021,0,0,43,11,2,6,7,2,2,13650101_31_1_2021,2,1,0,1,0,0,13
47934,3,N,3,13650101,12,31,2004,0,0,48,24,2,NULL,9,3,4,13650101_31_12_2004,4,1,0,3,1,0,13
49862,2,N,3,13650101,12,31,2005,49,48,42,11,2,NULL,9,3,12,13650101_31_12_2005,3,1,0,1,0,0,13
53961,3,N,3,13650101,12,31,2007,43,45,46,8,3,NULL,9,2,4,13650101_31_12_2007,4,1,0,1,0,0,13
46693,3,E,3,13650101,3,31,2005,48,46,42,19,2,NULL,9,3,12,13650101_31_3_2005,4,1,1,1,0,0,13
50248,3,N,3,13650101,3,31,2006,51,48,37,16,2,NULL,12,1,12,13650101_31_3_2006,4,1,0,2,1,0,13
44770,3,N,3,13650101,5,31,2006,57,45,43,7,2,NULL,12,3,12,13650101_31_5_2006,4,1,0,1,0,0,13
5062648,3,E,3,13650101,8,31,2012,0,0,70,14,3,NULL,10,2,12,13650101_31_8_2012,4,1,1,1,0,0,13
39315,0,N,3,13650101,1,4,2005,49,47,66,13,1,NULL,7,2,4,13650101_4_1_2005,1,0,0,1,0,0,13
46650,3,N,3,13650101,1,4,2007,0,0,48,17,2,NULL,9,2,11,13650101_4_1_2007,4,1,0,2,1,0,13
18429,4,E,3,13650101,10,4,2009,57,51,60,17,2,NULL,12,3,12,13650101_4_10_2009,5,1,1,1,0,0,13
46678,3,N,3,13650101,10,4,2010,55,54,42,15,2,NULL,5,3,11,13650101_4_10_2010,4,1,0,4,1,0,13
39755,0,E,3,13650101,12,4,2003,46,46,43,14,2,NULL,14,3,10,13650101_4_12_2003,1,0,1,1,0,0,13
46658,2,N,3,13650101,12,4,2012,51,50,41,13,2,NULL,7,3,4,13650101_4_12_2012,3,1,0,4,1,0,13
46647,3,N,3,13650101,2,4,2007,0,0,38,18,2,NULL,9,2,12,13650101_4_2_2007,4,1,0,3,1,0,13
46249,2,E,3,13650101,4,4,2008,59,55,45,22,3,NULL,5,3,4,13650101_4_4_2008,3,1,1,1,0,0,13
46685,3,N,3,13650101,4,4,2009,59,52,41,15,2,NULL,7,3,4,13650101_4_4_2009,4,1,0,2,1,0,13
35295,3,N,3,13650101,5,4,2006,0,0,39,15,2,NULL,7,1,11,13650101_4_5_2006,4,1,0,13,1,0,13
46726,3,N,3,13650101,7,4,2007,0,0,28,19,3,NULL,6,2,2,13650101_4_7_2007,4,1,0,6,1,0,13
18599,3,E,3,13650101,7,4,2009,59,50,60,20,2,NULL,10,3,12,13650101_4_7_2009,4,1,1,1,0,0,13
46644,3,N,3,13650101,9,4,2007,0,0,35,12,3,NULL,11,3,12,13650101_4_9_2007,4,1,0,4,1,0,13
38119,2,N,3,13650101,11,5,2011,0,50,32,19,2,NULL,4,3,4,13650101_5_11_2011,3,1,0,1,0,0,13
38132,3,N,3,13650101,12,5,2006,0,50,47,15,2,NULL,8,3,11,13650101_5_12_2006,4,1,0,4,1,0,13
48231,4,E,3,13650101,4,5,2006,57,50,61,20,2,NULL,10,3,4,13650101_5_4_2006,5,1,1,1,0,0,13
46292,3,E,3,13650101,7,5,2001,46,46,43,13,2,NULL,10,3,12,13650101_5_7_2001,4,1,1,2,1,0,13
38118,3,N,3,13650101,7,5,2011,0,50,25,19,2,NULL,8,3,12,13650101_5_7_2011,4,1,0,2,1,0,13
49804,3,N,3,13650101,10,6,2009,64,51,28,10,3,NULL,10,3,12,13650101_6_10_2009,4,1,0,1,0,0,13
49849,4,N,3,13650101,11,6,2004,53,48,45,7,2,NULL,9,2,12,13650101_6_11_2004,5,1,0,2,1,0,13
49801,3,N,3,13650101,11,6,2009,64,55,36,7,2,NULL,12,2,12,13650101_6_11_2009,4,1,0,1,0,0,13
49842,3,N,3,13650101,2,6,2007,68,54,23,10,2,NULL,9,3,12,13650101_6_2_2007,4,1,0,1,0,0,13
49805,3,N,3,13650101,2,6,2009,77,51,39,13,2,NULL,11,2,12,13650101_6_2_2009,4,1,0,2,1,0,13
47842,3,E,3,13650101,4,6,2003,46,46,40,12,2,NULL,10,2,12,13650101_6_4_2003,4,1,1,1,0,0,13
44771,3,N,3,13650101,4,6,2006,65,45,60,11,2,NULL,7,2,12,13650101_6_4_2006,4,1,0,1,0,0,13
49856,3,N,3,13650101,7,6,2003,47,47,32,7,2,NULL,11,3,12,13650101_6_7_2003,4,1,0,1,0,0,13
49855,4,N,3,13650101,7,6,2006,62,49,34,7,2,NULL,11,3,12,13650101_6_7_2006,5,1,0,1,0,0,13
50255,2,N,3,13650101,9,6,2003,46,48,33,19,2,NULL,10,2,12,13650101_6_9_2003,3,1,0,1,0,0,13
49848,3,N,3,13650101,9,6,2004,63,50,48,10,2,NULL,12,3,12,13650101_6_9_2004,4,1,0,2,1,0,13
49843,3,N,3,13650101,9,6,2007,67,52,33,11,3,NULL,10,1,12,13650101_6_9_2007,4,1,0,1,0,0,13
50030,3,E,3,13650101,1,7,2001,45,44,37,10,2,NULL,8,3,12,13650101_7_1_2001,4,1,1,1,0,0,13
5018831,3,E,3,13650101,1,7,2002,8,8,42,16,2,NULL,7,3,12,13650101_7_1_2002,4,1,1,2,1,0,13
5012766,3,N,3,13650101,10,7,2002,49,47,48,13,2,NULL,11,3,12,13650101_7_10_2002,4,1,0,2,1,0,13
5012785,3,N,3,13650101,11,7,2004,50,48,76,9,2,NULL,13,3,12,13650101_7_11_2004,4,1,0,2,1,0,13
53966,3,N,2,13650101,8,7,2008,0,0,64,10,3,NULL,7,3,4,13650101_7_8_2008,4,1,0,1,0,0,13
5012764,2,N,3,13650101,9,7,2002,49,45,43,13,2,NULL,8,3,4,13650101_7_9_2002,3,1,0,2,1,0,13
5019455,3,N,3,13650101,1,8,2012,0,48,36,14,3,NULL,11,2,12,13650101_8_1_2012,4,1,0,1,0,0,13
5020675,4,E,3,13650101,11,8,2001,0,42,45,14,2,NULL,8,3,12,13650101_8_11_2001,5,1,1,1,0,0,13
5019633,4,E,3,13650101,11,8,2012,7,9,36,9,2,NULL,7,3,12,13650101_8_11_2012,5,1,1,1,0,0,13
5019669,3,E,3,13650101,12,8,2012,5,7,35,11,2,NULL,10,3,12,13650101_8_12_2012,4,1,1,1,0,0,13
5020674,4,E,3,13650101,11,9,2001,0,42,46,10,2,NULL,9,3,12,13650101_9_11_2001,5,1,1,1,0,0,13
5028116,4,N,3,13650101,5,9,2009,59,52,54,16,2,NULL,8,2,2,13650101_9_5_2009,5,1,0,3,1,0,13
5028119,4,N,3,13650101,6,9,2009,0,52,50,16,2,NULL,6,3,2,13650101_9_6_2009,5,1,0,2,1,0,13
5028120,3,N,3,13650101,7,9,2009,0,54,36,13,4,NULL,9,3,12,13650101_9_7_2009,4,1,0,1,0,0,13
5106113,0,N,3,13650102,1,15,2001,0,44,41,12,2,NULL,8,3,11,13650102_15_1_2001,1,0,0,1,0,0,13
5168596,1,N,3,13650102,5,17,2020,0,0,36,9,3,7,9,2,11,13650102_17_5_2020,2,1,0,2,1,0,13
49837,2,N,3,13650102,12,18,2005,49,45,30,14,2,NULL,9,3,12,13650102_18_12_2005,3,1,0,1,0,0,13
34152,4,N,3,13650102,12,2,2006,56,46,42,22,2,NULL,11,2,12,13650102_2_12_2006,5,1,0,1,0,0,13
37217,3,N,3,13650102,2,2,2011,0,50,41,14,2,NULL,10,2,12,13650102_2_2_2011,4,1,0,4,1,0,13
5168363,0,N,3,13650102,3,20,2005,0,0,43,9,3,6,9,2,11,13650102_20_3_2005,1,0,0,2,1,0,13
5171595,2,N,3,13650102,6,20,2009,0,0,41,9,3,7,9,2,11,13650102_20_6_2009,3,1,0,2,1,0,13
5170602,2,N,3,13650102,9,20,2008,0,0,40,11,3,6,7,2,2,13650102_20_9_2008,3,1,0,2,1,0,13
35300,4,N,3,13650102,7,28,2002,59,53,40,13,2,NULL,11,2,12,13650102_28_7_2002,5,1,0,2,1,0,13
5062600,4,E,3,13650102,8,30,2012,0,65,60,19,2,NULL,10,2,12,13650102_30_8_2012,5,1,1,1,0,0,13
5168847,1,N,3,13650102,5,31,2020,0,0,41,9,3,6,8,2,11,13650102_31_5_2020,2,1,0,2,1,0,13
49796,3,E,3,13650102,3,6,2007,64,53,52,8,3,NULL,9,3,12,13650102_6_3_2007,4,1,1,1,0,0,13
5013230,3,N,3,13650102,6,7,2005,55,53,60,10,2,NULL,8,3,12,13650102_7_6_2005,4,1,0,1,0,0,13
18597,3,E,3,13650103,8,14,2004,66,55,94,10,2,NULL,10,2,12,13650103_14_8_2004,4,1,1,1,0,0,13
18513,4,N,3,13650103,5,15,2002,0,44,48,21,2,NULL,8,2,12,13650103_15_5_2002,5,1,0,1,0,0,13
36464,2,N,3,13650103,2,16,2003,45,43,46,12,2,NULL,8,2,4,13650103_16_2_2003,3,1,0,2,1,0,13
39768,4,E,3,13650103,4,16,2004,51,46,76,11,3,NULL,8,2,12,13650103_16_4_2004,5,1,1,2,1,0,13
36465,2,N,3,13650103,2,23,2003,44,42,36,11,2,NULL,10,2,12,13650103_23_2_2003,3,1,0,4,1,0,13
36457,3,N,3,13650103,7,3,2002,45,44,59,11,3,NULL,5,3,12,13650103_3_7_2002,4,1,0,4,1,0,13
36459,3,N,3,13650103,9,3,2002,45,43,44,11,2,NULL,10,3,12,13650103_3_9_2002,4,1,0,4,1,0,13
46646,2,N,3,13650103,3,4,2007,0,0,50,10,2,NULL,9,2,2,13650103_4_3_2007,3,1,0,2,1,0,13
53964,3,N,3,13650103,4,7,2009,0,0,46,10,3,NULL,8,3,3,13650103_7_4_2009,4,1,0,1,0,0,13
53968,3,N,3,13650103,7,7,2009,0,0,25,6,3,NULL,9,2,3,13650103_7_7_2009,4,1,0,1,0,0,13
5052456,3,E,3,13650104,10,22,2011,50,50,70,15,3,NULL,10,3,2,13650104_22_10_2011,4,1,1,1,0,0,13
33130,4,N,3,13650105,7,24,2002,0,65,54,22,1,NULL,6,3,2,13650105_24_7_2002,5,1,0,1,0,0,13
49840,2,N,3,13650106,6,13,2006,56,50,41,8,2,NULL,10,2,4,13650106_13_6_2006,3,1,0,1,0,0,13
54380,2,N,3,13650106,10,15,2006,55,49,43,11,2,NULL,11,3,12,13650106_15_10_2006,3,1,0,1,0,0,13
50238,2,E,3,13650106,5,16,2006,53,48,53,8,2,NULL,9,2,4,13650106_16_5_2006,3,1,1,1,0,0,13
35188,2,N,3,13650106,9,16,2002,0,49,62,20,2,NULL,9,2,4,13650106_16_9_2002,3,1,0,1,0,0,13
34726,2,N,3,13650106,9,17,2002,0,56,61,19,2,NULL,9,3,4,13650106_17_9_2002,3,1,0,1,0,0,13
34150,4,N,3,13650106,10,2,2007,65,50,61,22,2,NULL,9,2,2,13650106_2_10_2007,5,1,0,1,0,0,13
37201,0,N,3,13650106,2,2,2010,0,0,43,20,2,NULL,11,2,4,13650106_2_2_2010,1,0,0,1,0,0,13
5037707,4,N,3,13650106,6,23,2010,0,9,44,13,3,NULL,5,2,11,13650106_23_6_2010,5,1,0,1,0,0,13
36250,3,E,3,13650106,2,3,2010,0,0,65,19,3,NULL,9,3,4,13650106_3_2_2010,4,1,1,1,0,0,13
35484,2,N,3,13650106,9,30,2002,54,45,47,19,2,NULL,11,2,12,13650106_30_9_2002,3,1,0,2,1,0,13
50237,2,E,3,13650106,11,6,2005,51,46,57,8,2,NULL,10,2,12,13650106_6_11_2005,3,1,1,1,0,0,13
5012637,0,N,3,13650106,3,6,2012,44,46,37,10,3,NULL,10,2,12,13650106_6_3_2012,1,0,0,1,0,0,13
53963,0,N,3,13650106,12,7,2008,57,42,93,11,3,NULL,4,3,4,13650106_7_12_2008,1,0,0,1,0,0,13
5069483,2,N,3,13650107,4,14,2013,0,0,40,10,2,NULL,8,2,12,13650107_14_4_2013,3,1,0,1,0,0,13
5172102,1,N,3,13650107,9,20,2020,0,0,49,11,3,5,7,2,11,13650107_20_9_2020,2,1,0,1,0,0,13
36215,0,N,3,13650107,5,26,2003,0,0,49,10,2,NULL,9,1,4,13650107_26_5_2003,1,0,0,1,0,0,13
39761,2,E,3,13650107,3,27,2004,46,46,41,11,1,NULL,5,3,6,13650107_27_3_2004,3,1,1,2,1,0,13
5169455,0,N,3,13650107,6,28,2020,0,0,38,9,2,6,8,1,2,13650107_28_6_2020,1,0,0,1,0,0,13
39758,2,E,3,13650107,5,3,2012,45,46,53,11,1,NULL,8,2,10,13650107_3_5_2012,3,1,1,2,1,0,13
49847,2,N,3,13650107,2,6,2004,0,0,61,10,2,NULL,5,2,4,13650107_6_2_2004,3,1,0,1,0,0,13
50246,3,N,3,13650107,6,6,2004,43,39,61,10,2,NULL,5,3,4,13650107_6_6_2004,4,1,0,1,0,0,13
46290,0,E,3,13650108,12,18,2004,48,48,41,15,2,NULL,8,3,4,13650108_18_12_2004,1,0,1,1,0,0,13
5063143,3,N,3,13650109,1,12,2009,0,50,48,13,3,NULL,12,3,12,13650109_12_1_2009,4,1,0,2,1,0,13
5061295,4,E,3,13650109,2,12,2008,66,51,60,18,2,NULL,11,2,12,13650109_12_2_2008,5,1,1,1,0,0,13
5061558,4,E,3,13650109,6,12,2008,0,51,60,19,2,NULL,12,2,12,13650109_12_6_2008,5,1,1,1,0,0,13
5067122,3,E,3,13650109,1,13,2013,0,47,57,10,3,NULL,9,2,12,13650109_13_1_2013,4,1,1,1,0,0,13
5078057,2,E,3,13650109,11,13,2011,0,50,61,13,2,NULL,12,3,12,13650109_13_11_2011,3,1,1,1,0,0,13
5106892,1,N,2,13650109,12,13,2015,50,46,50,11,2,NULL,6,3,11,13650109_13_12_2015,2,1,0,1,0,1,13
5068234,2,N,3,13650109,2,13,2003,0,46,45,12,2,NULL,7,2,12,13650109_13_2_2003,3,1,0,3,1,0,13
5075860,2,E,3,13650109,9,13,2009,0,52,42,9,2,NULL,11,2,12,13650109_13_9_2009,3,1,1,1,0,0,13
5090785,2,E,3,13650109,1,14,2011,0,45,68,11,2,NULL,10,3,12,13650109_14_1_2011,3,1,1,1,0,0,13
5176038,2,N,3,13650109,2,14,2021,0,0,37,9,2,6,8,2,11,13650109_14_2_2021,3,1,0,2,1,0,13
5093144,2,E,3,13650109,3,15,2001,0,48,63,11,2,NULL,11,3,12,13650109_15_3_2001,3,1,1,2,1,0,13
5093249,1,E,3,13650109,7,15,2001,0,46,55,21,3,NULL,7,2,12,13650109_15_7_2001,2,1,1,1,0,0,13
5087929,0,E,3,13650109,8,16,2014,0,0,63,10,2,NULL,11,2,12,13650109_16_8_2014,1,0,1,2,1,1,13
5087952,2,E,3,13650109,8,17,2014,0,0,65,13,2,NULL,7,3,12,13650109_17_8_2014,3,1,1,2,1,1,13
5082895,0,E,3,13650109,9,17,2013,0,50,69,20,2,NULL,9,3,4,13650109_17_9_2013,1,0,1,1,0,0,13
5091020,0,N,2,13650109,10,18,2014,52,46,35,11,3,NULL,6,2,1,13650109_18_10_2014,1,0,0,1,0,1,13
5069329,2,N,3,13650109,3,18,2013,45,44,47,14,1,NULL,6,3,4,13650109_18_3_2013,3,1,0,2,1,0,13
5083634,0,E,3,13650109,5,18,2014,0,48,54,8,2,NULL,11,3,12,13650109_18_5_2014,1,0,1,1,0,1,13
5158914,1,N,3,13650109,8,18,2019,0,0,47,10,2,6,7,2,2,13650109_18_8_2019,2,1,0,2,1,0,13
5163270,0,N,3,13650109,1,19,2012,0,0,40,10,2,5,9,3,2,13650109_19_1_2012,1,0,0,2,1,0,13
5165196,0,N,3,13650109,1,19,2020,0,0,39,10,2,6,8,2,2,13650109_19_1_2020,1,0,0,2,1,0,13
5162337,1,N,3,13650109,10,19,2011,0,0,48,10,3,7,8,2,10,13650109_19_10_2011,2,1,0,2,1,0,13
5155428,0,N,3,13650109,2,19,2006,0,0,46,10,3,5,6,2,2,13650109_19_2_2006,1,0,0,2,1,0,13
5162049,1,N,3,13650109,3,19,2011,0,0,45,10,2,7,9,2,11,13650109_19_3_2011,2,1,0,2,1,0,13
5069807,2,N,3,13650109,4,19,2013,55,48,51,9,2,NULL,7,3,12,13650109_19_4_2013,3,1,0,1,0,0,13
5155714,2,N,3,13650109,9,19,2006,0,0,42,10,3,6,8,2,11,13650109_19_9_2006,3,1,0,2,1,0,13
5161565,1,N,3,13650109,10,20,2019,0,0,43,10,3,6,8,3,2,13650109_20_10_2019,2,1,0,2,1,0,13
5072216,4,N,3,13650109,4,20,2013,0,45,46,13,3,NULL,5,3,11,13650109_20_4_2013,5,1,0,4,1,0,13
5164713,0,N,3,13650109,5,20,2001,0,0,50,10,2,7,8,2,2,13650109_20_5_2001,1,0,0,1,0,0,13
5051244,3,E,3,13650109,9,20,2011,0,50,48,12,3,NULL,11,2,12,13650109_20_9_2011,4,1,1,1,0,0,13
5181248,1,N,3,13650109,11,21,2007,0,0,35,11,2,5,6,2,11,13650109_21_11_2007,2,1,0,2,1,0,13
5175906,0,N,3,13650109,2,21,2002,0,0,41,11,2,5,8,2,11,13650109_21_2_2002,1,0,0,1,0,0,13
5175161,1,N,3,13650109,3,21,2001,0,0,34,9,2,6,9,1,2,13650109_21_3_2001,2,1,0,2,1,0,13
5176864,1,N,3,13650109,3,21,2021,0,0,35,11,1,5,7,2,11,13650109_21_3_2021,2,1,0,2,1,0,13
5177139,2,N,3,13650109,4,21,2004,0,0,40,9,1,7,9,2,11,13650109_21_4_2004,3,1,0,1,0,0,13
5175905,0,N,3,13650109,7,21,2002,0,0,44,9,2,6,8,2,10,13650109_21_7_2002,1,0,0,1,0,0,13
5157831,1,N,3,13650109,7,21,2019,0,0,38,12,3,5,7,3,2,13650109_21_7_2019,2,1,0,2,1,0,13
5178441,2,N,3,13650109,9,21,2005,0,0,40,9,3,6,9,2,2,13650109_21_9_2005,3,1,0,2,1,0,13
5060891,2,N,3,13650109,7,22,2012,66,51,44,11,2,NULL,7,3,12,13650109_22_7_2012,3,1,0,2,1,0,13
5178916,2,N,3,13650109,5,23,2021,0,0,43,9,1,5,7,2,10,13650109_23_5_2021,3,1,0,2,1,0,13
5156348,2,N,3,13650109,6,23,2019,0,0,41,12,2,5,7,2,2,13650109_23_6_2019,3,1,0,2,1,0,13
5177958,2,N,3,13650109,4,25,2021,0,0,41,9,2,6,9,2,2,13650109_25_4_2021,3,1,0,2,1,0,13
5181246,2,N,3,13650109,7,25,2021,0,0,42,11,3,5,7,2,2,13650109_25_7_2021,3,1,0,2,1,0,13
5159890,0,N,3,13650109,8,25,2019,0,0,47,10,2,5,6,2,2,13650109_25_8_2019,1,0,0,2,1,0,13
5161747,1,N,3,13650109,10,26,2019,0,0,46,10,3,6,7,3,10,13650109_26_10_2019,2,1,0,2,1,0,13
5079450,1,E,3,13650109,12,27,2013,0,0,54,12,2,NULL,10,2,12,13650109_27_12_2013,2,1,1,1,0,0,13
5072305,0,E,3,13650109,4,27,2013,0,46,48,10,2,NULL,9,2,12,13650109_27_4_2013,1,0,1,1,0,0,13
5044357,4,N,3,13650109,11,28,2010,0,8,51,12,3,NULL,6,3,12,13650109_28_11_2010,5,1,0,1,0,0,13
5176318,1,N,3,13650109,2,28,2021,0,0,41,9,2,5,7,2,10,13650109_28_2_2021,2,1,0,2,1,0,13
5047984,4,E,3,13650109,6,28,2011,60,48,40,7,2,NULL,10,2,12,13650109_28_6_2011,5,1,1,1,0,0,13
5158087,1,N,3,13650109,7,28,2019,0,0,33,10,2,7,10,2,11,13650109_28_7_2019,2,1,0,2,1,0,13
5078675,0,N,3,13650109,11,29,2013,0,48,51,10,4,NULL,6,3,12,13650109_29_11_2013,1,0,0,1,0,0,13
5156708,1,N,3,13650109,6,30,2019,0,0,46,10,2,5,7,2,2,13650109_30_6_2019,2,1,0,2,1,0,13
5106520,0,E,3,13650110,1,15,2001,0,44,53,21,2,NULL,6,3,3,13650110_15_1_2001,1,0,1,1,0,0,13
50236,3,E,3,13650200,3,31,2006,46,46,45,11,2,NULL,10,3,12,13650200_31_3_2006,4,1,1,1,0,0,13
50253,2,N,3,13650200,12,6,2003,53,48,35,11,2,NULL,8,3,12,13650200_6_12_2003,3,1,0,1,0,0,13
5040552,3,N,3,13650201,8,10,2011,0,9,52,14,1,NULL,5,3,3,13650201_10_8_2011,4,1,0,1,0,0,13
5053268,2,N,3,13650201,2,11,2012,40,40,47,11,3,NULL,7,2,2,13650201_11_2_2012,3,1,0,1,0,0,13
5043863,0,N,3,13650201,4,11,2003,51,42,55,9,2,NULL,7,2,4,13650201_11_4_2003,1,0,0,1,0,0,13
5048553,2,N,3,13650201,4,11,2006,54,46,45,23,3,NULL,5,3,10,13650201_11_4_2006,3,1,0,1,0,0,13
5048558,2,N,3,13650201,5,11,2006,55,44,36,11,3,NULL,5,3,10,13650201_11_5_2006,3,1,0,4,1,0,13
5049467,3,E,3,13650201,5,11,2008,0,0,36,23,2,NULL,6,3,3,13650201_11_5_2008,4,1,1,1,0,0,13
5050983,2,N,3,13650201,6,11,2009,0,52,60,10,1,NULL,7,3,3,13650201_11_6_2009,3,1,0,2,1,0,13
5042882,0,E,3,13650201,8,11,2002,0,44,65,15,2,NULL,6,2,3,13650201_11_8_2002,1,0,1,1,0,0,13
5061960,3,E,3,13650201,12,12,2008,0,0,50,10,3,NULL,6,2,3,13650201_12_12_2008,4,1,1,2,1,0,13
5060077,2,E,3,13650201,8,12,2007,0,44,32,10,2,NULL,5,2,3,13650201_12_8_2007,3,1,1,1,0,0,13
